ph,turbidity,tds,chlorine,fluoride,nitrate,coliform,temperature,symptom_diarrhea_count,symptom_vomiting_count,symptom_fever_count,symptom_abdominal_pain_count,symptom_jaundice_count,symptom_dehydration_count,symptom_fatigue_count,symptom_nausea_count,symptom_headache_count,mild_case_count,moderate_case_count,severe_case_count,critical_case_count,symptoms_list,disease_outbreak_label,symptom_abdominal_cramps_count,symptom_loss_of_appetite_count,mild_case,moderate_case,severe_case,critical_case,district_Dibrugarh,district_Jorhat,district_Kamrup Metro,district_Sonitpur,primary_water_source_Municipal tap water,primary_water_source_Pond water,primary_water_source_River water,primary_water_source_Tube well,primary_water_source_Well water
7.47,26.1,162,0.15,0.38,16,100,24.8,3,4,10,6,21,5,18,12,1,36,13,8,3,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
7.09,19.3,108,0.38,0.37,18,57,22.1,4,3,2,6,15,0,16,8,0,23,18,7,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
7.03,27.2,479,0.54,0.41,45,75,23.1,2,6,10,15,0,0,9,9,2,28,13,7,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False
7.28,5.9,531,0.11,0.55,30,147,27.0,2,5,20,6,0,6,19,10,9,50,17,10,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
7.24,43.5,562,0.37,0.38,9,90,21.7,5,22,5,7,0,10,8,14,0,29,22,5,3,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True
7.23,28.8,569,0.62,0.14,36,92,25.7,4,1,17,16,0,5,5,7,8,30,20,6,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
6.85,4.4,75,0.44,0.27,3,9,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False
7.35,112.1,363,0.01,0.42,9,151,27.3,10,18,8,8,0,12,3,8,5,42,13,4,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
7.23,35.1,320,0.03,0.25,7,775,24.2,29,10,4,2,0,20,4,8,4,50,23,7,3,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
7.12,6.2,32,0.52,0.6,5,4,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
7.31,30.7,400,0.39,0.56,34,54,27.9,0,4,17,11,0,5,20,1,7,40,19,4,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False
6.91,42.4,212,0.09,0.17,5,143,22.0,17,0,6,8,0,8,8,1,1,29,9,2,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False
7.4,32.0,695,0.42,0.64,5,362,20.1,5,13,3,5,0,12,6,8,3,36,11,7,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
7.28,20.4,251,0.09,0.62,4,237,21.9,18,6,0,8,0,12,9,1,1,24,18,3,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False
6.97,7.8,170,0.76,0.17,64,61,24.9,2,6,22,9,0,2,12,6,11,43,12,3,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
7.23,6.5,131,0.72,0.31,1,0,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
7.01,6.6,127,0.8,0.39,6,3,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False
7.54,42.6,116,0.19,0.26,9,126,20.2,5,6,0,2,0,8,10,6,0,21,8,2,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False
6.83,43.4,487,0.53,0.6,6,154,26.6,14,6,1,4,0,8,5,3,2,24,13,4,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False
7.54,21.5,565,0.43,0.46,66,26,25.5,1,2,24,15,0,3,4,9,11,38,19,5,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
7.04,32.2,457,0.48,0.13,68,129,19.0,4,6,19,4,0,6,7,8,8,35,11,8,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
6.82,1.6,115,0.97,0.42,3,6,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False
6.98,28.7,209,0.61,0.58,45,144,21.4,0,1,11,14,0,4,9,7,9,34,18,3,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True
7.39,18.4,296,0.64,0.48,43,77,20.0,4,4,24,11,0,3,3,7,3,31,18,6,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
7.53,1.5,96,0.62,0.13,0,1,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False
7.5,18.5,326,0.14,0.39,9,97,22.7,20,4,3,8,0,4,6,3,5,25,15,3,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False
7.41,27.1,385,0.27,0.4,4,154,25.5,10,1,1,6,0,6,3,3,0,14,9,2,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
6.92,7.7,114,1.01,0.44,0,4,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False
6.97,22.8,124,0.21,0.18,11,95,21.8,2,4,3,5,24,4,19,17,1,47,20,6,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
6.83,10.0,165,0.28,0.41,9,201,21.1,8,3,6,7,0,6,8,6,1,24,11,4,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True
6.06,62.6,366,0.27,0.43,15,291,24.3,26,13,3,7,0,13,9,4,1,30,14,5,3,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False
7.58,18.6,220,0.45,0.31,7,215,27.3,20,5,4,6,0,2,4,5,2,29,15,4,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True
7.03,111.7,127,0.31,0.16,3,255,25.5,7,25,1,15,0,5,3,15,2,41,17,5,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False
7.41,13.9,418,0.26,0.46,1,120,18.6,14,1,2,6,0,9,4,2,4,28,7,4,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
7.0,18.0,479,0.16,0.6,35,21,27.8,0,2,18,15,0,2,6,8,3,32,10,5,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False
6.82,3.8,90,1.07,0.48,6,8,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
7.73,66.3,755,0.14,0.15,5,689,19.1,12,6,2,4,0,17,6,5,4,29,17,3,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False
7.25,2.6,86,0.67,0.39,7,5,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True
7.48,39.4,698,0.49,0.2,1,78,24.3,11,10,3,18,0,2,7,8,1,27,19,6,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
6.9,48.7,331,0.16,0.61,8,169,21.1,6,7,3,1,0,2,8,6,2,14,6,3,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True
6.47,64.0,516,0.14,0.28,13,304,22.9,26,6,0,9,0,10,6,8,3,47,22,3,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
7.61,55.5,186,0.2,0.53,29,420,26.5,27,10,1,8,0,11,6,8,2,36,17,6,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
6.96,14.3,92,0.06,0.49,23,139,27.5,0,1,3,4,10,4,9,8,5,29,7,2,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
7.51,98.5,206,0.22,0.32,1,102,25.2,10,10,4,8,0,11,3,2,2,21,10,7,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False
7.29,46.0,498,0.45,0.42,5,91,20.8,8,1,1,5,0,12,1,6,6,27,8,3,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
6.95,24.9,246,0.36,0.63,2,94,25.1,11,0,2,6,0,11,6,5,5,28,15,3,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
6.81,21.2,54,0.07,0.64,6,76,24.5,0,3,2,5,12,2,16,15,3,32,18,4,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
6.87,73.7,275,0.23,0.52,8,139,24.4,5,21,2,11,0,2,10,3,2,24,16,6,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False
7.33,36.3,537,0.24,0.68,18,643,26.0,19,15,0,10,0,6,5,5,0,35,19,7,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
6.24,32.5,684,0.04,0.29,28,549,26.9,21,9,1,6,0,8,8,7,6,27,19,6,3,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False
7.28,4.5,147,1.0,0.39,6,1,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False
7.46,6.7,132,1.04,0.34,3,8,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
6.94,27.1,97,0.2,0.31,11,130,25.4,6,5,6,0,21,4,16,15,4,34,19,6,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
7.41,19.1,467,0.46,0.46,8,182,20.6,13,1,4,5,0,12,7,5,6,32,11,6,2,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
7.26,22.7,195,0.78,0.48,65,35,25.7,2,3,21,9,0,2,11,7,9,27,15,7,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
7.15,11.7,177,0.33,0.39,5,56,23.8,3,5,10,1,28,5,13,18,0,43,27,10,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False
6.4,59.3,195,0.1,0.39,9,445,25.6,23,6,3,6,0,18,2,9,1,34,12,4,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False
6.91,23.8,247,0.74,0.32,75,122,19.9,3,4,19,11,0,3,12,2,6,32,11,8,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False
7.45,25.6,55,0.4,0.15,19,96,18.8,4,3,5,5,9,4,15,6,1,26,12,4,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
7.14,46.4,669,0.12,0.27,6,638,20.5,16,6,1,9,0,20,8,7,6,32,25,4,3,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
7.08,17.0,358,0.73,0.3,71,65,19.5,3,3,9,7,0,1,18,5,2,26,12,3,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
7.59,6.1,30,0.79,0.52,4,5,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
7.68,23.9,190,0.35,0.59,18,738,22.2,16,13,0,4,0,12,10,8,6,46,18,10,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
6.94,23.0,138,0.34,0.53,21,73,24.3,5,5,9,2,11,1,6,16,2,39,11,4,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
8.34,28.2,246,0.05,0.34,10,731,21.1,24,6,3,5,0,8,10,4,2,35,13,4,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False
7.02,5.8,496,0.38,0.21,62,87,19.4,1,0,20,14,0,3,3,8,5,21,18,6,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
6.95,86.7,654,0.34,0.34,3,311,19.2,5,12,6,17,0,4,3,4,2,35,17,5,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False
7.48,118.5,348,0.41,0.34,2,190,27.0,9,8,5,17,0,4,3,10,4,30,16,8,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
8.0,74.4,458,0.27,0.19,17,540,19.2,15,12,1,5,0,17,4,6,4,44,11,6,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True
7.59,61.8,552,0.08,0.11,6,184,21.9,12,21,8,4,0,4,6,6,3,33,21,8,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
7.01,31.0,556,0.71,0.26,67,70,27.6,4,0,16,12,0,6,7,7,2,33,17,5,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False
7.29,29.2,367,0.45,0.17,5,190,25.8,8,5,1,6,0,6,6,4,3,24,8,2,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True
7.24,15.2,98,0.14,0.64,22,105,25.8,6,0,5,2,16,6,10,6,3,31,14,5,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
7.34,2.9,45,1.04,0.53,2,4,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False
7.2,11.2,324,0.13,0.34,58,48,25.6,2,4,19,10,0,6,4,10,11,40,19,6,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False
7.55,1.4,55,0.42,0.32,2,8,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False
7.19,112.6,188,0.08,0.1,5,331,27.2,11,18,4,12,0,8,9,5,2,38,11,5,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False
6.92,25.3,173,0.47,0.51,64,75,27.9,2,4,25,18,0,6,3,4,12,32,11,5,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
7.22,22.3,211,0.15,0.3,63,57,21.2,5,0,23,17,0,2,6,1,11,35,11,5,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True
7.54,5.8,142,0.93,0.1,2,9,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
7.43,55.1,580,0.32,0.7,16,510,24.7,28,5,0,5,0,8,10,7,3,34,19,8,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False
7.24,50.8,158,0.16,0.47,21,722,18.4,9,15,0,5,0,6,3,1,1,21,8,3,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
7.24,2.0,113,0.99,0.23,2,9,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
7.2,12.0,226,0.29,0.34,33,62,18.4,0,3,14,15,0,1,3,1,7,27,11,6,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
6.94,4.9,60,0.61,0.34,5,1,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False
7.26,35.9,448,0.14,0.29,4,263,20.4,8,12,3,8,0,8,1,4,3,25,16,6,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False
7.36,66.8,378,0.07,0.11,2,217,21.6,5,8,1,18,0,8,3,4,1,27,9,6,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False
7.43,31.4,314,0.76,0.56,68,124,26.1,2,2,10,10,0,6,19,9,10,44,14,4,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
7.53,42.0,439,0.46,0.25,8,271,20.3,15,5,3,1,0,9,5,4,5,19,10,3,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
6.87,0.9,109,0.87,0.43,4,8,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False
7.69,76.6,235,0.21,0.17,24,746,27.0,17,6,0,10,0,15,3,7,6,34,21,8,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False
8.08,40.1,351,0.19,0.69,13,230,24.5,13,15,1,2,0,8,8,5,5,26,18,4,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
6.81,5.1,103,0.46,0.31,5,7,24.9,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
6.92,0.6,32,0.87,0.33,4,0,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False
7.15,19.8,261,0.56,0.47,35,66,27.2,6,0,10,4,0,2,20,9,8,33,16,6,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True
7.32,89.8,593,0.36,0.37,6,134,18.7,12,22,8,18,0,5,10,4,6,41,26,6,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
6.84,110.0,468,0.17,0.28,5,116,27.3,5,16,3,16,0,11,7,6,4,35,19,7,3,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False
7.41,23.0,83,0.13,0.32,8,100,21.8,5,6,3,8,8,5,13,18,4,39,20,7,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False
6.84,65.3,130,0.14,0.26,2,279,21.3,6,25,2,7,0,10,3,13,4,45,15,6,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
7.13,96.2,489,0.06,0.39,7,71,26.9,10,6,6,11,0,9,3,10,4,33,20,7,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
7.27,28.5,106,0.39,0.57,15,80,24.1,1,0,9,2,9,5,5,16,1,30,16,5,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False
7.32,29.6,366,0.65,0.31,30,77,22.8,2,0,22,11,0,6,8,5,5,36,17,6,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True
6.81,83.3,564,0.3,0.35,3,66,19.6,9,6,4,20,0,7,5,12,6,42,24,8,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
7.16,16.8,162,0.21,0.25,5,124,18.9,6,2,7,3,11,3,17,13,4,29,21,7,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
6.94,80.0,148,0.01,0.3,9,267,23.1,7,17,3,14,0,9,8,12,0,46,23,4,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
7.0,42.2,381,0.07,0.56,1,333,20.3,6,25,4,8,0,3,6,14,0,45,13,8,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True
6.9,5.7,84,0.82,0.17,1,5,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False
8.29,76.3,493,0.15,0.13,26,397,23.3,29,7,4,3,0,18,7,4,2,50,20,8,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
6.86,32.8,422,0.1,0.48,7,153,20.5,20,7,4,4,0,8,7,6,4,29,18,4,2,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False
7.12,29.8,157,0.25,0.52,10,142,24.4,2,3,6,6,21,2,3,7,4,22,14,4,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
7.06,76.3,419,0.33,0.41,1,358,20.3,10,19,4,10,0,10,1,3,4,37,16,9,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
7.43,69.1,237,0.14,0.41,4,71,26.3,2,24,1,7,0,1,2,6,6,30,14,6,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
6.67,57.4,186,0.07,0.59,14,790,19.6,8,3,1,4,0,14,4,3,1,26,9,3,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
7.91,55.9,344,0.05,0.37,22,480,21.8,14,3,0,8,0,6,5,3,6,30,11,4,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False
6.82,104.1,234,0.3,0.28,9,289,27.7,8,12,1,11,0,9,2,15,3,34,20,7,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
8.48,64.8,669,0.14,0.46,29,318,25.1,15,5,1,10,0,15,7,7,6,44,12,9,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
7.17,20.4,140,0.58,0.48,37,115,23.2,5,4,24,17,0,4,14,5,7,51,23,9,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True
6.89,15.2,59,0.06,0.29,18,66,23.2,6,2,3,0,25,1,9,8,3,36,16,4,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
7.36,13.2,309,0.7,0.19,74,63,24.9,0,6,24,11,0,6,4,8,8,45,19,5,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
7.57,18.6,152,0.06,0.22,19,113,20.1,4,5,5,3,26,6,18,5,3,44,23,6,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True
7.11,3.1,94,0.52,0.38,4,7,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False
7.3,21.2,65,0.3,0.2,17,130,21.3,5,5,8,7,13,4,6,13,0,24,15,7,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False
6.83,32.4,591,0.36,0.3,68,95,19.6,5,6,19,10,0,1,4,8,2,31,18,5,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False
7.6,18.5,394,0.69,0.34,34,20,21.0,3,1,25,13,0,4,15,4,11,30,11,9,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False
6.8,50.1,403,0.01,0.51,9,560,19.7,17,5,3,8,0,9,6,5,1,28,13,6,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False
7.11,12.1,118,0.06,0.69,8,170,23.9,17,6,0,2,0,9,2,3,4,24,10,6,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False
7.03,2.8,96,0.64,0.42,7,0,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
6.82,80.6,153,0.22,0.19,2,162,24.9,10,13,5,10,0,9,8,3,2,40,12,7,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False
7.58,27.7,358,0.52,0.33,30,83,27.0,0,6,23,7,0,3,14,10,10,46,16,6,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False
7.1,25.7,371,0.24,0.63,9,313,25.7,11,7,4,18,0,8,8,5,0,26,18,8,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False
7.24,63.8,370,0.11,0.46,5,745,18.4,30,9,2,6,0,16,4,3,0,37,10,7,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True
7.18,5.9,62,0.56,0.26,1,2,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
